CodInst,Data,NomeInstituicao,DataInicioAtividade,Tcb,Td,Tc,SegmentoTb,Atividade,Uf,Municipio,Sr,CodConglomeradoFinanceiro,CodConglomeradoPrudencial,CnpjInstituicaoLider,Situacao
C0080312,202506,ABC-BRASIL - PRUDENCIAL,180001,B1,I,3,,Crédito Atacado,SP,São Paulo,S3,,C0080312,28195667,A
C0083694,202506,AGIBANK - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,SP,Campinas,S3,,C0083694,10664513,A
01542356,202506,AGROBANCO-BANCO COMERCIAL S.A.,194602,B1,I,2,Banco Comercial,,GO,Goiânia,,,,,I
C0081256,202506,ANDBANK - PRUDENCIAL,180001,B1,I,3,,Crédito Varejo,SP,São Paulo,S4,,C0081256,48795256,A
09978168,202506,BANCA COMMERCIALE ITALIANA,197411,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
28195667,202506,BANCO ABC BRASIL S.A.,198312,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080312,28195667,A
03532415,202506,BANCO ABN AMRO CLEARING S.A.,199912,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081579,03532415,A
33066408,202506,BANCO ABN AMRO REAL S.A.,196703,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
C0083539,202506,BANCO AFINZ BM - PRUDENCIAL,180001,B1,I,2,,Serviços,SP,Barueri,S4,,C0083539,60114865,A
04814563,202506,BANCO AFINZ S.A. - BANCO MÚLTIPLO,201007,B1,I,2,Banco Múltiplo,,SP,Barueri,S4,,C0083539,60114865,A
10664513,202506,BANCO AGIBANK S.A.,200903,B1,I,2,Banco Comercial,,SP,Campinas,S3,,C0083694,10664513,A
24986770,202506,BANCO AGRIMISA S.A.,193107,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,,,,,I
09777385,202506,BANCO AGROPASTORIL DE MINAS GERAIS S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
03323840,202506,BANCO ALFA S.A.,199909,B1,I,2,Banco Comercial,,SP,São Paulo,S2,,C0080109,58160789,A
33870163,202506,BANCO ALVORADA S.A.,196810,B1,I,3,Banco Múltiplo,,BA,Salvador,S1,,,,I
48795256,202506,BANCO ANDBANK (BRASIL) S.A.,197708,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081256,48795256,A
33861840,202506,BANCO APLICAP S.A.,197903,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,LO
78336633,202506,BANCO ARAUCÁRIA S.A.,197912,B1,I,2,Banco Múltiplo,,PR,Curitiba,,,,,I
54403563,202506,BANCO ARBI S.A.,196910,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,S4,,C0081201,54403563,A
09777384,202506,BANCO AUTOCASTRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
60885100,202506,BANCO AUXILIAR S.A.,194301,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
C0081225,202506,BANCO B3 - PRUDENCIAL,180001,B1,I,2,,Serviços,SP,São Paulo,S4,,C0081225,00997185,A
00997185,202506,BANCO B3 S.A.,199609,B1,I,2,Banco Comercial,,SP,São Paulo,S4,,C0081225,00997185,A
10866788,202506,BANCO BANDEPE S.A.,196402,B1,I,3,Banco Múltiplo,,SP,São Paulo,S1,,C0080185,90400888,A
15142490,202506,BANCO BANEB S.A.,193706,B1,I,2,Banco Múltiplo,,BA,Salvador,,,,,I
76492172,202506,BANCO BANESTADO S.A.,192811,B1,I,2,Banco Múltiplo,,PR,Curitiba,,,,,I
C0080893,202506,BANCO BARI DE INVESTIMENTO E FINANCI. - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,PR,Curitiba,S4,,C0080893,00556603,A
00556603,202506,BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.,199506,B1,I,2,Banco Múltiplo,,PR,Curitiba,S4,,C0080893,00556603,A
60898723,202506,BANCO BCN S.A.,194001,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
04562120,202506,BANCO BEA S.A.,195805,B1,I,2,Banco Múltiplo,,AM,Manaus,,,,,I
07196934,202506,BANCO BEC S.A.,196406,B1,I,2,Banco Múltiplo,,SP,Osasco,,,,,I
01540541,202506,BANCO BEG S.A.,194607,B1,I,2,Banco Múltiplo,,GO,Goiânia,,,,,I
58497702,202506,BANCO BLUEBANK S.A.,198801,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S3,,C0080367,33923798,A
50585090,202506,BANCO BMG CONSIGNADO S.A.,197805,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,,C0080178,61186680,A
61186680,202506,BANCO BMG S.A.,196504,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,,C0080178,61186680,A
62421979,202506,BANCO BMG SOLUÇÕES FINANCEIRAS S.A.,196810,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,,C0080178,61186680,A
01522368,202506,BANCO BNP PARIBAS BRASIL S.A.,199612,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080673,01522368,A
33485541,202506,BANCO BOAVISTA INTERATLANTICO S.A.,192401,B1,I,2,Banco Múltiplo,,SP,Osasco,,,,,I
15114366,202506,BANCO BOCOM BBM S.A.,196706,B1,I,3,Banco Múltiplo,,BA,Salvador,S3,,C0084624,15114366,A
61356762,202506,"BANCO BOZANO, SIMONSEN S.A.",192410,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
04184779,202506,BANCO BRADESCARD S.A.,200102,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,,C0080075,60746948,A
06271464,202506,BANCO BRADESCO BBI S.A.,193906,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,,C0080075,60746948,A
33147315,202506,BANCO BRADESCO BERJ S.A.,194503,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,,C0080075,60746948,A
59438325,202506,BANCO BRADESCO CARTÕES S.A.,198902,B1,I,3,Banco Múltiplo,,SP,Osasco,S1,,,,I
07207996,202506,BANCO BRADESCO FINANCIAMENTOS S.A.,193907,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,,C0080075,60746948,A
60746948,202506,BANCO BRADESCO S.A.,194303,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,,C0080075,60746948,A
13004577,202506,BANCO BRASILEIRO COMERCIAL S.A.,193409,B1,I,2,Banco Múltiplo,,GO,Goiânia,,,,,I
09777383,202506,BANCO BRASILEIRO DE CREDITO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
01852137,202506,BANCO BRASILEIRO DE CRÉDITO SOCIEDADE ANÔNIMA,199706,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,,C0084480,01852137,A
09777382,202506,BANCO BRASILEIRO DO COMERCIO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777381,202506,BANCO BRASILEIRO UNIDO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
27894443,202506,BANCO BRASILEIRO-IRAQUIANO S.A.,198210,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
28060929,202506,BANCO BRJ S.A.,198308,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
71027866,202506,BANCO BS2 S.A.,199305,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,S3,,C0080422,71027866,A
30306294,202506,BANCO BTG PACTUAL S.A.,198612,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S1,,C0080336,30306294,A
01858774,202506,BANCO BV S.A.,199708,B1,I,2,Banco Múltiplo,,SP,São Paulo,S2,,C0080484,59588111,A
32254138,202506,BANCO BVA S.A.,198903,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
C0084844,202506,BANCO C6 - PRUDENCIAL,180001,B1,I,2,,Crédito Varejo,SP,São Paulo,S3,,C0084844,31872495,A
61348538,202506,BANCO C6 CONSIGNADO S.A.,196502,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,,C0084844,31872495,A
31872495,202506,BANCO C6 S.A.,201901,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,,C0084844,31872495,A
33349358,202506,BANCO CACIQUE S.A.,196408,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
33466988,202506,BANCO CAIXA GERAL - BRASIL S.A.,193810,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0080927,33466988,A
27598994,202506,BANCO CAMBIAL S.A.,198109,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
03609817,202506,BANCO CARGILL S.A.,200002,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081414,03609817,A
33132044,202506,BANCO CEDULA S.A.,196506,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S4,,C0081469,33132044,A
09777380,202506,BANCO CENTRAL BRASILEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777379,202506,BANCO CENTRAL DO COMERCIO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777378,202506,BANCO CENTRAL DO PERNAMBUCO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777360,202506,BANCO CENTRAL MERCANTIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
00558456,202506,BANCO CETELEM S.A.,199505,B1,I,3,Banco Múltiplo,,SP,Barueri,S3,,,,I
09777377,202506,BANCO CIDADE DE SALVADOR S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
33479023,202506,BANCO CITIBANK S.A.,196602,B1,I,3,Banco Múltiplo,,SP,São Paulo,S2,,C0080192,33479023,A
31597552,202506,BANCO CLASSICO S.A.,198710,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S3,,C0081665,31597552,A
09777376,202506,BANCO COMANDO S/A (EX-CIVIA),180001,B1,I,2,Banco Comercial,,,,,,,,I
60937877,202506,BANCO COMERCIAL BRASILEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
09777375,202506,BANCO COMERCIAL DA CAPITAL DA REPUBLICA S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777374,202506,BANCO COMERCIAL DE DESCONTOS S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
71705719,202506,BANCO COMERCIAL DE SÃO PAULO S.A.,199307,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
09777373,202506,BANCO COMERCIAL DO ESTADO DA GUANABARA S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
61230165,202506,BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.,194010,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
33087594,202506,BANCO COMERCIAL IPIRANGA S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
72971922,202506,BANCO COMERCIAL PARAGUAYO S.A.,198809,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
09777372,202506,BANCO COMERCIAL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777371,202506,BANCO COMERCIO DE SAO PAULO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777370,202506,BANCO COMERCIO E INDUSTRIA DO RIO DE JANEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777369,202506,BANCO CONTINENTAL DE SAO PAULO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
02038232,202506,BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB,199709,B1,I,2,Banco Múltiplo Cooperativo,,DF,Brasília,S2,,C0080879,02038232,A
01181521,202506,BANCO COOPERATIVO SICREDI S.A.,199606,B1,I,2,Banco Múltiplo Cooperativo,,RS,Porto Alegre,S2,,C0080745,01181521,A
33461468,202506,BANCO CREDIBANCO S.A.,196706,B1,I,2,Banco Múltiplo,,SP,Barueri,,,,,I
13007703,202506,BANCO CREDIPLAN S.A.,194504,B1,I,2,Banco Comercial,,SE,Aracaju,,,,,I
75647891,202506,BANCO CRÉDIT AGRICOLE BRASIL S.A.,198107,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080491,75647891,A
09777366,202506,BANCO CREDITO GERAL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777365,202506,BANCO CREDITO MANILIO GOBBI S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777364,202506,BANCO CREDITO MUTUO DE MINAS GERAIS S.A,180001,B1,I,2,Banco Comercial,,,,,,,,LO
61033106,202506,BANCO CREFISA S.A.,196703,B1,I,2,Banco Comercial,,SP,São Paulo,S4,,C0083632,60779196,A
62136254,202506,BANCO CRUZEIRO DO SUL S.A.,196807,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
04902979,202506,BANCO DA AMAZONIA S.A.,194212,B1,I,1,Banco Comercial,,PA,Belém,S3,,C0081249,04902979,A
09777363,202506,BANCO DA BARRA DO PIRAI S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
10690848,202506,BANCO DA CHINA BRASIL S.A.,200907,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080295,07450604,A
58138991,202506,BANCO DA ECONOMIA DE SAO PAULO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
60601234,202506,BANCO DAS NACOES S.A.,194307,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
62232889,202506,BANCO DAYCOVAL S.A.,196810,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,,C0081744,62232889,A
09777367,202506,BANCO DE CREDITO COMERCIAL DE SAO PAULO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
60633294,202506,BANCO DE CREDITO COMERCIAL S/A,194612,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,LO
21562962,202506,BANCO DE CREDITO REAL DE MINAS GERAIS S.A.,188909,B1,I,2,Banco Múltiplo,,MG,Juiz de Fora,,,,,I
33042151,202506,BANCO DE LA NACION ARGENTINA,196002,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,S4,,C0081270,33042151,A
44189447,202506,BANCO DE LA PROVINCIA DE BUENOS AIRES,198011,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,S4,,C0081263,44189447,A
05938220,202506,BANCO DE RORAIMA S.A.,196901,B1,I,1,Banco Comercial,,RR,Boa Vista,,,,,A
62027453,202506,BANCO DESTAK S.A.,196712,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
61199881,202506,BANCO DIBENS S.A.,196806,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
C0081799,202506,BANCO DIGIMAIS - PRUDENCIAL,180001,B1,I,3,,Crédito Varejo,SP,São Paulo,S4,,C0081799,92874270,A
92874270,202506,BANCO DIGIMAIS S.A.,198112,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081799,92874270,A
00000000,202506,BANCO DO BRASIL S.A.,190607,B1,I,1,Banco do Brasil - Banco Múltiplo,,DF,Brasília,S1,,C0080329,00000000,A
58129206,202506,BANCO DO COMERCIO S.A.,193901,B1,I,2,Banco Comercial,,SP,Santos,,,,,I
61364022,202506,BANCO DO COMMERCIO E INDUSTRIA DE SAO PAULO S.A.,189001,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
09777362,202506,BANCO DO DISTRITO FEDERAL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
12275749,202506,BANCO DO ESTADO DE ALAGOAS S.A.,196307,B1,I,1,Banco Múltiplo,,AL,Maceió,,,,,I
03468907,202506,BANCO DO ESTADO DE MATO GROSSO S.A.,196401,B1,I,1,Banco Múltiplo,,MT,Cuiabá,,,,,LO
34794644,202506,BANCO DO ESTADO DE RORAIMA S.A.,199004,B1,I,1,Banco Comercial,,RR,Boa Vista,,,,,I
83876003,202506,BANCO DO ESTADO DE SANTA CATARINA S.A.,196207,B1,I,1,Banco Comercial,,SC,Florianópolis,,,,,I
61411633,202506,BANCO DO ESTADO DE SÃO PAULO S.A. - BANESPA,190909,B1,I,3,Banco Múltiplo,,SP,São Paulo,,,,,I
13009717,202506,BANCO DO ESTADO DE SERGIPE S.A.,196401,B1,I,1,Banco Múltiplo,,SE,Aracaju,S4,,C0081634,13009717,A
34943654,202506,BANCO DO ESTADO DO AMAPÁ S/A,199208,B1,I,1,Banco Múltiplo,,AP,Macapá,,,,,I
04913711,202506,BANCO DO ESTADO DO PARÁ S.A.,196110,B1,I,1,Banco Múltiplo,,PA,Belém,S3,,C0081586,04913711,A
06833131,202506,BANCO DO ESTADO DO PIAUÍ S.A. - BEP,194603,B1,I,1,Banco Múltiplo,,PI,Teresina,,,,,I
08321952,202506,BANCO DO ESTADO DO RIO GRANDE DO NORTE S.A.,190601,B1,I,1,Banco Comercial,,RN,Natal,,,,,I
92702067,202506,BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.,192809,B1,I,1,Banco Múltiplo,,RS,Porto Alegre,S2,,C0080154,92702067,A
07237373,202506,BANCO DO NORDESTE DO BRASIL S.A.,195406,B1,I,1,Banco Múltiplo,,CE,Fortaleza,S2,,C0081593,07237373,A
09777361,202506,BANCO DOS ESTADOS S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
32067787,202506,BANCO EMPRESARIAL S.A.,198808,B1,I,2,Banco Múltiplo,,SP,São José do Rio Preto,,,,,I
00675688,202506,BANCO EQUATORIAL S.A.,199507,B1,I,2,Banco Comercial,,CE,Fortaleza,,,,,I
52503596,202506,BANCO F. BARRETTO S.A.,192901,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
33644196,202506,BANCO FATOR S.A.,196709,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,,C0080350,33644196,A
58616418,202506,BANCO FIBRA S.A.,198806,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,,C0081483,58616418,A
09777359,202506,BANCO FINANCIAL DA PRODUCAO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777358,202506,BANCO FINANCIAL DO BRASIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777357,202506,BANCO FINANCIAL DO COMERCIO LIMITADO,180001,B1,I,2,Banco Comercial,,,,,,,,F
03377934,202506,BANCO FINANCIAL S.A.,193807,B1,I,2,Banco Comercial,,MS,Corumbá,,,,,I
57561615,202506,BANCO FINASA S.A.,198707,B1,I,2,Banco Múltiplo,,SP,Osasco,,,,,I
11758741,202506,BANCO FINAXIS S.A.,201008,B1,I,2,Banco Comercial,,PR,Curitiba,S4,,C0080790,11758741,A
33098518,202506,BANCO FININVEST S.A.,196111,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
42593459,202506,BANCO FRANCES INTERNACIONAL (BRASIL) S.A.,199902,B1,I,3,Banco Comercial,,SP,São Paulo,,,,,I
09978221,202506,BANCO FRANCES URUGUAY S.A.,197703,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
45246410,202506,BANCO GENIAL S.A.,198012,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S4,,C0080941,45246410,A
09777356,202506,BANCO GERAL DO CREDITO COMERCIAL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
42159129,202506,BANCO GNPP S.A.,197205,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
31880826,202506,BANCO GUANABARA S.A.,198803,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S4,,C0081672,31880826,A
92893411,202506,BANCO HABITASUL S.A.,198201,B1,I,2,Banco Comercial,,RS,Porto Alegre,,,,,I
33268434,202506,BANCO HALLES S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777355,202506,BANCO HIPOTECARIO GRAMACHO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
45666609,202506,BANCO HISPANO AMERICANO S.A.,198107,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,SP,São Paulo,,,,,I
33229113,202506,BANCO HOLANDES UNIDO S.A.,191702,B1,I,3,Banco Comercial Estrangeiro - Filial no país,,RJ,Rio de Janeiro,,,,,I
C0084741,202506,BANCO HSBC - PRUDENCIAL,180001,B1,I,3,,Tesouraria e Negócios,SP,São Paulo,S3,,C0084741,53518684,A
53518684,202506,BANCO HSBC S.A.,198405,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0084741,53518684,A
09777354,202506,BANCO IMOBILIARIO BRASILEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
04866275,202506,BANCO INBURSA S.A.,200202,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081335,04866275,A
09777353,202506,BANCO INDUSTRIAL BRASILEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
10866333,202506,BANCO INDUSTRIAL DE PERNAMBUCO S.A.,194203,B1,I,2,Banco Comercial,,PE,Recife,,,,,I
31895683,202506,BANCO INDUSTRIAL DO BRASIL S.A.,198803,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,,C0080477,31895683,A
00416968,202506,BANCO INTER S.A.,199503,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,S3,,C0080996,00416968,A
47571625,202506,BANCO INTER-ATLÂNTICO S.A.,192109,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
69057453,202506,BANCO INTERIOR DE SÃO PAULO S.A.,199211,B1,I,2,Banco Múltiplo,,SP,São José do Rio Preto,,,,,I
33861907,202506,BANCO INTERUNION S.A,196812,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,LO
76642859,202506,BANCO INVESTCORP S.A.,196810,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
61182408,202506,BANCO INVESTCRED UNIBANCO S.A.,194908,B1,I,2,Banco Comercial,,SP,São Paulo,S1,,C0080099,60872504,A
09777352,202506,BANCO IPANEMA S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
17298092,202506,BANCO ITAÚ BBA S.A.,196709,B1,I,3,Banco Múltiplo,,SP,São Paulo,S1,,,,I
33885724,202506,BANCO ITAÚ CONSIGNADO S.A.,196907,B1,I,2,Banco Múltiplo,,SP,São Paulo,S1,,C0080099,60872504,A
60394079,202506,BANCO ITAUBANK S.A.,196508,B1,I,2,Banco Múltiplo,,SP,São Paulo,S1,,C0080099,60872504,A
31516198,202506,BANCO ITAÚ-BBA S.A.,198810,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
03017677,202506,BANCO J. SAFRA S.A.,199906,B1,I,2,Banco Múltiplo,,SP,São Paulo,S2,,C0080109,58160789,A
33172537,202506,BANCO J.P. MORGAN S.A.,192508,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080116,33172537,A
91884981,202506,BANCO JOHN DEERE S.A.,198711,B1,I,2,Banco Múltiplo,,SP,Osasco,S1,,C0080075,60746948,A
07656500,202506,BANCO KDB DO BRASIL S.A.,200604,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081603,07656500,A
02318507,202506,BANCO KEB HANA DO BRASIL S.A.,199805,B1,I,3,Banco Comercial,,SP,São Paulo,S4,,C0081232,02318507,A
09777351,202506,BANCO LATINO AMERICANO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
57950982,202506,BANCO LAVRA S.A.,198710,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
59118133,202506,BANCO LUSO BRASILEIRO S.A.,198812,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0081706,59118133,A
33074683,202506,BANCO MAIS S.A.,196706,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,,,,,I
89329379,202506,BANCO MAISONNAVE S.A.,197805,B1,I,2,Banco Comercial,,RS,Porto Alegre,,,,,LO
33884941,202506,BANCO MASTER MÚLTIPLO S.A.,196808,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S3,,C0080367,33923798,A
33923798,202506,BANCO MASTER S/A,197803,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,S3,,C0080367,33923798,A
09777350,202506,BANCO MERCANTIL DA METROPOLE S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777349,202506,BANCO MERCANTIL DE MINAS GERAIS S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
61065421,202506,BANCO MERCANTIL DE SÃO PAULO S.A.,193901,B1,I,2,Banco Múltiplo,,SP,São Paulo,,,,,I
17184037,202506,BANCO MERCANTIL DO BRASIL S.A.,194102,B1,I,2,Banco Múltiplo,,MG,Belo Horizonte,S3,,C0080123,17184037,A
09777348,202506,BANCO MERCANTIL DO ESPIRITO SANTO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
09777337,202506,BANCO MERIDIONAL DE MINAS GERAIS S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777347,202506,BANCO METROPOLITANO DO BRASIL S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
25999707,202506,BANCO MINEIRO S.A.,192811,B1,I,2,Banco Comercial,,MG,Belo Horizonte,,,,,I
61088183,202506,BANCO MIZUHO DO BRASIL S.A.,197601,B1,I,3,Banco Múltiplo,,SP,São Paulo,S4,,C0080697,61088183,A
30723886,202506,BANCO MODAL S.A.,198007,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S2,,C0082475,33264668,A
43717511,202506,BANCO MORADA S.A,197611,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
32504094,202506,BANCO MORADA S.A.,196903,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
02801938,202506,BANCO MORGAN STANLEY S.A.,199812,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0080628,02801938,A
60498557,202506,BANCO MUFG BRASIL S.A.,195103,B1,I,3,Banco Múltiplo,,SP,São Paulo,S3,,C0081713,60498557,A
33880956,202506,BANCO MULTIPLIC S.A.,198507,B1,I,2,Banco Comercial,,SP,São Paulo,,,,,I
33302779,202506,BANCO NACIONAL BRASILEIRO S.A.,197801,B1,I,2,Banco Comercial,,RJ,Rio de Janeiro,,,,,I
09777345,202506,BANCO NACIONAL DA CIDADE DE SAO PAULO SA,180001,B1,I,2,Banco Comercial,,,,,,,,I
33618810,202506,BANCO NACIONAL DE CRÉDITO COOPERATIVO S.A.,195108,B1,I,1,Banco Comercial,,DF,Brasília,,,,,I
09777346,202506,BANCO NACIONAL DO COMERCIO DO RIO DE JANEIRO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
09777344,202506,BANCO NACIONAL INTERAMERICANO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,LO
43073394,202506,BANCO NOSSA CAIXA S.A.,191703,B1,I,1,Banco Múltiplo,,SP,São Paulo,,,,,I
42466284,202506,BANCO OPEN S.A,197506,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,,,,,I
92894922,202506,BANCO ORIGINAL S.A.,196808,B1,I,2,Banco Múltiplo,,SP,São Paulo,S3,,C0080903,92894922,A
09777343,202506,BANCO PAN AMERICANO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,I
59285411,202506,BANCO PAN S.A.,196402,B1,I,2,Banco Múltiplo,,RJ,Rio de Janeiro,S1,,C0080336,30306294,A
C0080381,202506,BANCO PAULISTA - PRUDENCIAL,180001,B1,I,2,,Crédito Diversificado,SP,São Paulo,S4,,C0080381,61820817,A
09777342,202506,BANCO PAULISTA DA PRODUCAO S.A.,180001,B1,I,2,Banco Comercial,,,,,,,,F
61820817,202506,BANCO PAULISTA S.A.,196709,B1,I,2,Banco Múltiplo,,SP,São Paulo,S4,,C0080381,61820817,A
