CodInst,Data,NomeInstituicao,DataInicioAtividade,Tcb,Td,Tc,SegmentoTb,Atividade,Uf,Municipio,Sr,CodConglomeradoFinanceiro,CodConglomeradoPrudencial,CnpjInstituicaoLider,Situacao
42154583,202506,SANTANDER S.A. CORRETORA DE CAMBIO E VALORES MOBILIARIOS,197205,N2,I,3,Sociedade Corretora de TVM,,RJ,Rio de Janeiro,,,,,I
61733515,202506,SANTANDER SECURITIES (BRASIL)CORRETORA DE VALORES MOBILIÁRIOS S.A.,196707,N2,I,3,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
17361510,202506,SANTISTA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A,196810,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
62182555,202506,SAO JOSE DTVM LTDA,196807,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
62309208,202506,SAO LUIZ DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196810,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,F
61822052,202506,SAO PAULO CORRETORA DE VALORES LTDA,196705,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
30126510,202506,SARAMAGO PINHEIRO CORRETORA DE VALORES MOBILIARIOS LTDA,196908,N2,I,2,Sociedade Corretora de TVM,,RJ,Niterói,,,,,I
C0085795,202506,SAYGO CC - PRUDENCIAL,180001,N2,I,2,,Corretoras de Câmbio,SP,Jundiaí,S4,,C0085795,40333582,A
40333582,202506,SAYGO CORRETORA DE CÂMBIO S.A.,202106,N2,I,2,Sociedade Corretora de Câmbio,Corretoras de Câmbio,SP,Jundiaí,S4,,C0085795,40333582,A
62332077,202506,SB CORRETORA CAMBIO TITULOS VALORES MOBILIARIOS LTDA,196810,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
41733189,202506,SCE CORRETORA DE CAMBIO LTDA,199112,N2,I,2,Sociedade Corretora de Câmbio,,MG,Belo Horizonte,,,,,I
39696805,202506,SCOTIABANK BRASIL S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS,202102,N2,I,3,Sociedade Corretora de TVM,,SP,São Paulo,S3,,C0081452,29030467,A
26057596,202506,SECULUS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,199009,N2,I,2,Sociedade Distribuidora de TVM,,MG,Belo Horizonte,,,,,I
00329598,202506,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,199412,N2,I,3,Sociedade Distribuidora de TVM,CTVM DTVM - Administrador Fiduciário,SP,São Paulo,S4,,C0083924,00329598,A
C0083924,202506,SEFER INVESTIMENTOS DTVM - PRUDENCIAL,180001,N2,I,3,,CTVM DTVM - Administrador Fiduciário,SP,São Paulo,S4,,C0083924,00329598,A
17328618,202506,SELECAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196803,N2,I,2,Sociedade Distribuidora de TVM,,PE,Recife,,,,,I
58228446,202506,"SELLER CORRETORA DE CAMBIO, TÍTULOS E VALORES MOBILIÁRIOS S/A",196806,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
58097452,202506,SELLER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIIÁRIOS S.A.,198711,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
34272732,202506,SENA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A,196805,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
76661842,202506,SENAP DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196804,N2,I,2,Sociedade Distribuidora de TVM,,DF,Brasília,,,,,I
62264874,202506,SENIOR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A,196811,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
69018810,202506,"SENIOR S/A CORRETORA DE CAMBIO,TITULOS E VALORES MOBILIARIOS",199210,N2,I,2,Sociedade Corretora de TVM,,RJ,Rio de Janeiro,,,,,I
C0082750,202506,SENSO CCVM S.A. - PRUDENCIAL,180001,N2,I,2,,CTVM DTVM - Bolsa,RJ,Rio de Janeiro,S4,,C0082750,17352220,A
17352220,202506,SENSO CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A,196809,N2,I,2,Sociedade Corretora de TVM,CTVM DTVM - Bolsa,RJ,Rio de Janeiro,S4,,C0082750,17352220,A
08026957,202506,SERVECRED - CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA,197107,N2,I,2,Sociedade Corretora de TVM,,CE,Fortaleza,,,,,I
33863093,202506,SETA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,196804,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
10974921,202506,SEVAG - CORRETORA DE VALORES LTDA,196802,N2,I,2,Sociedade Corretora de TVM,,PE,Recife,,,,,I
62358668,202506,SEVAL - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196809,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
96201355,202506,SF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,199302,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
88172010,202506,SGGK DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,198112,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
03429275,202506,"SHARE - EKOBANK CORRETORA DE CAMBIO, TIT. E VAL. MOB. LTDA.",199911,N2,I,2,Sociedade Corretora de TVM,,PE,Recife,,,,,I
00120177,202506,SHECK CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA,199407,N2,I,2,Sociedade Corretora de TVM,,RJ,Rio de Janeiro,,,,,I
17381377,202506,SHECK S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,196809,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
21593736,202506,SHERBANK - DISTRIBUIDORA TITULOS E VALORES MOBILIARIOS LTDA,196806,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
07397614,202506,SICOOB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,201102,N2,I,2,Sociedade Distribuidora de TVM,,DF,Brasília,S2,,C0080879,02038232,A
61806980,202506,SIGMA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196804,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
61934725,202506,SILEX CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA,196709,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
C0082640,202506,SIMPAUL CCVM - PRUDENCIAL,180001,N2,I,3,,CTVM DTVM - Administrador Fiduciário,RS,Porto Alegre,S4,,C0082640,68757681,A
68757681,202506,SIMPAUL CORRETORA DE CAMBIO E VALORES MOBILIARIOS  S.A.,199302,N2,I,3,Sociedade Corretora de TVM,CTVM DTVM - Administrador Fiduciário,RS,Porto Alegre,S4,,C0082640,68757681,A
33747221,202506,SINAL S.A. SOCIEDADE CORRETORA DE VALORES,196708,N2,I,2,Sociedade Corretora de TVM,,RJ,Rio de Janeiro,,,,,I
C0082389,202506,SINGRATUR CC LTDA. - PRUDENCIAL,180001,N2,I,2,,Corretoras de Câmbio,PR,Maringá,S5,,C0082389,16854999,A
16854999,202506,SINGRATUR CORRETORA DE CÂMBIO LTDA,201212,N2,I,2,Sociedade Corretora de Câmbio,Corretoras de Câmbio,PR,Maringá,S5,,C0082389,16854999,A
62285390,202506,SINGULARE CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,199002,N2,I,3,Sociedade Corretora de TVM,CTVM DTVM - Administrador Fiduciário,SP,São Paulo,S4,,C0084882,32402502,A
02984274,202506,SINTESE DISTRIBUIDORA DE TITULOS DE VALORES MOBILIARIOS LTDA,199902,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
01960479,202506,SINTONIA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,199708,N2,I,2,Sociedade Distribuidora de TVM,,DF,Brasília,,,,,I
50582527,202506,SISTEMA S/A - CORRETORA DE CAMBIO E VALORES MOBILIARIOS,198206,N2,I,2,Sociedade Corretora de TVM,,SP,Santos,,,,,I
C0082743,202506,SITA SCCVM S.A. - PRUDENCIAL,180001,N2,I,2,,CTVM DTVM - Bolsa,MG,Belo Horizonte,S4,,C0082743,17315359,A
17315359,202506,SITA SOCIEDADE CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A,196709,N2,I,2,Sociedade Corretora de TVM,CTVM DTVM - Bolsa,MG,Belo Horizonte,S4,,C0082743,17315359,A
67043885,202506,SIWAL CORRETORA DE CAMBIO LTDA,199110,N2,I,2,Sociedade Corretora de Câmbio,,SP,São Paulo,,,,,I
65633331,202506,SMA-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,199103,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
28154946,202506,"SOCIEDADE CORRETORA DE CAMBIO E VALORES MOBILIARIOS LIMA, LIMA LTDA",196809,N2,I,2,Sociedade Corretora de TVM,,ES,Vitória,,,,,F
09777261,202506,SOCIEDADE CORRETORA JOAO DE CARVALHO LTDA,180001,N2,I,2,Sociedade Corretora de TVM,,,,,,,,I
92779313,202506,SOCIEDADE CORRETORA TOWNSEND TITULOS E VALORES MOBILIARIOS LTDA,196709,N2,I,2,Sociedade Corretora de TVM,,RS,Porto Alegre,,,,,I
09777260,202506,SOCIEDADE CORRETORA VANILDO ANTUNES - CAMBIO E TITULOS MOBILIARIOS LTDA,180001,N2,I,2,Sociedade Corretora de TVM,,,,,,,,I
01074422,202506,SOCIETA DE VALORIS DISTRIB TITULOS E VALORES MOBILIARIOS LT,199604,N2,I,2,Sociedade Distribuidora de TVM,,SP,Jundiaí,,,,,I
61668117,202506,"SOCIETE GENERALE S.A. CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS",196705,N2,I,3,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
33258377,202506,SODIVA SOCIEDADE DISTRIBUIDORA DE TITULOS E VALS MOBIL LTDA,196811,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
60881620,202506,SOFINAL S/A CORRETORA DE CAMBIO E VALORES,196707,N2,I,2,Sociedade Corretora de TVM,,SP,Itapecerica da Serra,,,,,I
61946851,202506,SOFINAL S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,196801,N2,I,2,Sociedade Distribuidora de TVM,,SP,Itapecerica da Serra,,,,,I
15177322,202506,SOFISA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,196809,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
C0082097,202506,SOL CC - PRUDENCIAL,180001,N2,I,2,,Corretoras de Câmbio,RN,Natal,S4,,C0082097,08520517,A
08520517,202506,SOL CORRETORA DE CÂMBIO S.A.,200703,N2,I,2,Sociedade Corretora de Câmbio,Corretoras de Câmbio,RN,Natal,S4,,C0082097,08520517,A
06811806,202506,SOL NASCENTE CORRETORA DE CAMBIO E VALORES LTDA,197508,N2,I,2,Sociedade Corretora de TVM,,CE,Fortaleza,,,,,I
62353172,202506,SOL NASCENTE S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS,196808,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
96477906,202506,"SOLIDEZ - CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA",199306,N2,I,2,Sociedade Corretora de TVM,CTVM DTVM - Outros,SP,São Paulo,S4,,,,I
87410320,202506,SOLIDUS S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,196807,N2,I,2,Sociedade Distribuidora de TVM,,RS,Porto Alegre,,,,,I
33831488,202506,SOMARTEC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196806,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
43087527,202506,SOUZA BUENO DISTRIBUIDORA TITULOS E VALORES MOBILIARIOS LTDA,196812,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
62124722,202506,SOUZA CRUZ-DISTRIBUIDORA DE TITULOS E VAL. MOBILIARIOS S/A,196806,N2,I,3,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
86766508,202506,SOVAL - CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA,180001,N2,I,2,Sociedade Corretora de TVM,,,,,,,,I
17365255,202506,SOVALORES S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,196803,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
92733369,202506,SPAC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196808,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
17386012,202506,SPI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,180001,N2,I,2,Sociedade Distribuidora de TVM,,,,,,,,I
61739629,202506,SPINELLI S.A. CORRETORA DE VALORES MOBILIARIOS E CAMBIO,196706,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
00355236,202506,SPIRIT CORRETORA DE VALORES LTDA,199502,N2,I,2,Sociedade Corretora de TVM,,PR,Curitiba,,,,,I
71582118,202506,SPLIT CORRETORA DE CAMBIO LTDA,199309,N2,I,2,Sociedade Corretora de Câmbio,,SP,São Paulo,,,,,I
69151330,202506,SPLIT DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,199302,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
64711484,202506,SPREAD DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,199101,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
46083267,202506,SPRIND DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196807,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
C0086024,202506,SRM BANK IP - PRUDENCIAL,180001,N2,I,2,,IP Emissor Pré-Pago,SP,São Paulo,S4,,C0086024,22575466,A
59394633,202506,SRM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,180001,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,S4,,C0086024,22575466,I
33877432,202506,STAR - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,196809,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,F
11513306,202506,STARINVEST S.A. CORRETORA DE CAMBIO E VALORES MOBILIARIOS,197908,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
00243567,202506,STAUT - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,199412,N2,I,2,Sociedade Distribuidora de TVM,,SP,Campinas,,,,,I
68499920,202506,STONE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,199302,N2,I,2,Sociedade Distribuidora de TVM,,MG,Belo Horizonte,,,,,I
62090873,202506,STONEX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,196805,N2,I,3,Sociedade Distribuidora de TVM,,SP,São Paulo,S4,,C0084088,62090873,A
33884628,202506,SUDAMERIS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A,196808,N2,I,3,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
96362918,202506,SUISSA SOCIEDADE CORRETORA DE CAMBIO LTDA.,199307,N2,I,2,Sociedade Corretora de Câmbio,,SP,São Paulo,,,,,I
62245832,202506,SUL AMERICA DISTRIBUIDORA DE TITULOS E VAL. MOBILIARIOS S/A,196805,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
C0084026,202506,SUL AMERICA INVEST DTVM S.A. - PRUDENCIAL,180001,N2,I,3,,CTVM DTVM - Administrador Fiduciário,SP,São Paulo,S4,,C0084026,32206435,A
32206435,202506,SUL AMERICA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,198808,N2,I,3,Sociedade Distribuidora de TVM,CTVM DTVM - Administrador Fiduciário,SP,São Paulo,S4,,C0084026,32206435,A
87943155,202506,SUL BRASILEIRO S.A. CORRETORA DE VALORES MOBILIARIOS E CAMBIO,197410,N2,I,2,Sociedade Corretora de TVM,,RS,Porto Alegre,,,,,I
61841326,202506,SUPLICY CORRETORA DE CAMBIO E TITULOS LTDA,196708,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
92904960,202506,SUPORTE CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA.,196806,N2,I,2,Sociedade Corretora de TVM,,RS,Porto Alegre,,,,,I
00581621,202506,"SURBANK CORRETORA DE CAMBIO, TITULOS E VAL. MOBILIARIOS LTDA",199507,N2,I,2,Sociedade Corretora de TVM,,PR,Curitiba,,,,,I
49951411,202506,TAKEOVER CORRETORA DE CAMBIO TITULOS E VALORES MOBILIARIOS L,197810,N2,I,2,Sociedade Corretora de TVM,,SP,Santos,,,,,I
33861881,202506,TALENTO - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196808,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
33638727,202506,TAMOYO INVESTIMENTOS S.A. CORRETORA DE TITULOS E VALORES MOBILIARIOS,196707,N2,I,2,Sociedade Corretora de TVM,,RJ,Rio de Janeiro,,,,,I
86766102,202506,TAS DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS LTDA,199403,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
66616632,202506,TATICA S.A. - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,199201,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,S4,,,,I
00283299,202506,TEAM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,180001,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
51477123,202506,TECBENS S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,196805,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
62213632,202506,TEC-INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS LTDA,196809,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
68942861,202506,TECNICORP DISTRIBUIDORA DE TIT. E VALORES MOBILIARIOS S.A.,199210,N2,I,2,Sociedade Distribuidora de TVM,,SC,Florianópolis,,,,,I
76645050,202506,TECNO-INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196810,N2,I,2,Sociedade Distribuidora de TVM,,PR,Curitiba,,,,,I
62237169,202506,TECVENDAS S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,196809,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
09061812,202506,TEDESCO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,180001,N2,I,2,Sociedade Distribuidora de TVM,,MT,Cuiabá,,,,,I
33831975,202506,TEMA - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,196807,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,F
17393802,202506,TEMPO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196809,N2,I,2,Sociedade Distribuidora de TVM,,MG,Belo Horizonte,,,,,I
06976179,202506,"TERRA CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS LTDA",197512,N2,I,2,Sociedade Corretora de TVM,,CE,Fortaleza,,,,,I
03751794,202506,TERRA INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,201504,N2,I,2,Sociedade Distribuidora de TVM,CTVM DTVM - Bolsa,SP,São Paulo,S4,,C0084514,03751794,A
C0084514,202506,TERRA INVESTIMENTOS DTVM - PRUDENCIAL,180001,N2,I,2,,,SP,São Paulo,S4,,C0084514,03751794,A
87152120,202506,TERRAMAR - CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA,197305,N2,I,2,Sociedade Corretora de TVM,,RS,Porto Alegre,,,,,I
88720586,202506,TERRAMAR CORRETORA DE CAMBIO E VALORES MOBILIARIOS S/A,198605,N2,I,2,Sociedade Corretora de TVM,,RS,Porto Alegre,,,,,I
33840406,202506,TIARA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,196807,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
68654862,202506,TIBAGI CORRETORA DE CAMBIO LTDA,180001,N2,I,2,Sociedade Corretora de Câmbio,,RJ,Rio de Janeiro,,,,,I
33849266,202506,TIBAGI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,196810,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
62042890,202506,TIBRE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,196804,N2,I,2,Sociedade Distribuidora de TVM,,SP,Osasco,,,,,I
61988119,202506,TIEPPO S.A. CORRETORA DE CAMBIO E TITULOS,196711,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,F
58232208,202506,TIME - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196808,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
62063292,202506,TITULAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196803,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,F
19878228,202506,TITUR CORRETORA DE CÂMBIO LTDA.,201408,N2,I,2,Sociedade Corretora de Câmbio,,RJ,Niterói,,,,,I
17323460,202506,TIVAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196810,N2,I,2,Sociedade Distribuidora de TVM,,MG,Belo Horizonte,,,,,I
03384738,202506,TIVIO CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,199909,N2,I,2,Sociedade Distribuidora de TVM,,SP,Osasco,S1,,C0080075,60746948,A
29162769,202506,TORO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,201801,N2,I,3,Sociedade Corretora de TVM,,SP,São Paulo,S1,,C0080185,90400888,A
61777819,202506,TORRE - CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A.,196706,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
57582264,202506,TORRE CORRETORA DE CÂMBIO LTDA,196809,N2,I,2,Sociedade Corretora de Câmbio,,SP,São Paulo,S4,,,,I
33931957,202506,TOTAL S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,196808,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
29384013,202506,TOTAL S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS,198506,N2,I,2,Sociedade Corretora de TVM,,RJ,Rio de Janeiro,,,,,I
74451022,202506,"TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA",199403,N2,I,2,Sociedade Corretora de TVM,,SP,São Paulo,,,,,I
25867854,202506,TRADE - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196807,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,F
27911387,202506,TRADER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,198205,N2,I,2,Sociedade Distribuidora de TVM,,RJ,Rio de Janeiro,,,,,I
62280490,202506,TRADERS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,196810,N2,I,2,Sociedade Distribuidora de TVM,CTVM DTVM - Câmbio,SP,São Paulo,S4,,C0083845,62280490,A
C0083845,202506,TRADERS DTVM - PRUDENCIAL,180001,N2,I,2,,CTVM DTVM - Câmbio,SP,São Paulo,S4,,C0083845,62280490,A
17188855,202506,TRANS-ACAO CORRETORA DE CAMBIO E TITULOS LTDA,196705,N2,I,2,Sociedade Corretora de TVM,,MG,Belo Horizonte,,,,,F
17355348,202506,TRANS-ACAO DISTRIBUIDORA DE TITULOS E VAL MOBILIARIOS LTDA,196809,N2,I,2,Sociedade Distribuidora de TVM,,MG,Belo Horizonte,,,,,I
00329265,202506,TRANSCORP DISTRIBUIDORA DE TITULOS E VAL. MOBILIARIOS LTDA,199501,N2,I,2,Sociedade Distribuidora de TVM,,PR,Curitiba,,,,,I
00343874,202506,TRASSO CORRETORA DE CAMBIO LTDA.,199412,N2,I,2,Sociedade Corretora de Câmbio,,SP,São Paulo,,,,,I
58235912,202506,TREVO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,196807,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
28522993,202506,TRIANON CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA,197201,N2,I,2,Sociedade Corretora de TVM,,RJ,Niterói,,,,,I
02276653,202506,TRINUS CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,200612,N2,I,2,Sociedade Distribuidora de TVM,CTVM DTVM - Distribuidor de Fundos,GO,Goiânia,S4,,C0084631,02276653,A
27245141,202506,TRIPLIK S/A CORRETORA DE VALORES E CAMBIO,197506,N2,I,2,Sociedade Corretora de TVM,,ES,Vitória,,,,,I
32461816,202506,TRISTAO S.A. CORRETORA DE VALORES E CAMBIO,199004,N2,I,2,Sociedade Corretora de TVM,,ES,Vitória,,,,,I
33944083,202506,TRIUNFO SOCIEDADE CORRETORA DE CAMBIO LTDA,196908,N2,I,2,Sociedade Corretora de Câmbio,,RJ,Rio de Janeiro,,,,,I
C0084796,202506,TROCKA CC  - PRUDENCIAL,180001,N2,I,2,,Corretoras de Câmbio,RJ,Rio de Janeiro,S4,,C0084796,30183111,A
30183111,202506,TROCKA CORRETORA DE CAMBIO LTDA.,201808,N2,I,2,Sociedade Corretora de Câmbio,Corretoras de Câmbio,RJ,Rio de Janeiro,S4,,C0084796,30183111,A
67030395,202506,TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,199110,N2,I,2,Sociedade Distribuidora de TVM,CTVM DTVM - Administrador Fiduciário,SP,São Paulo,S4,,C0086354,67030395,A
C0086354,202506,TRUSTEE/BANVOX - PRUDENCIAL,180001,N2,I,2,,CTVM DTVM - Administrador Fiduciário,SP,São Paulo,S4,,C0086354,67030395,A
71582092,202506,TRYCOMM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,199306,N2,I,2,Sociedade Distribuidora de TVM,,SP,São Paulo,,,,,I
61747085,202506,TULLETT PREBON BRASIL CORRETORA DE VALORES E CÂMBIO LTDA,196708,N2,I,3,Sociedade Corretora de TVM,CTVM DTVM - Bolsa,SP,São Paulo,S4,,C0082619,61747085,A
C0082619,202506,TULLETT PREBON BRASIL S.A. CTVM - PRUDENCIAL,180001,N2,I,3,,,SP,São Paulo,S4,,C0082619,61747085,A
